title,popularity,vote_count,mdb_id,vote_average,release_date,genre
Return of the Bloodsucking Nazi Zombies,0.6,0,406717,0.0,2012-02-11,sci-fi
The Last Starship,5.039,29,406285,3.1,2016-07-11,sci-fi
Magellan,3.549,18,406240,4.9,2017-02-12,sci-fi
The Pig Child,0.8270000000000001,1,406164,6.0,2014-09-24,sci-fi
Adam: Episode 1,2.822,6,406114,7.0,2016-06-20,sci-fi
We've Forgotten More Than We Ever Knew,6.185,12,406110,6.1,2016-08-28,sci-fi
Domain,3.239,15,406104,6.5,2017-03-31,sci-fi
Diverge,4.075,10,406103,5.0,2016-06-09,sci-fi
Keep Going,0.6,0,405749,0.0,2015-12-16,sci-fi
Omega,1.1340000000000001,1,405441,5.0,2015-05-16,sci-fi
Lucid,0.9420000000000001,0,405376,0.0,2019-02-15,sci-fi
Greetings from Maplevision,0.6,0,405274,0.0,2016-07-08,sci-fi
Squirrel Island,0.6,0,405158,0.0,2016-07-07,sci-fi
Autonomous,0.64,1,405048,7.0,2016-01-03,sci-fi
The Sector,3.486,5,404902,4.6,2016-07-05,sci-fi
Stagger,0.6,1,404837,1.0,2010-12-06,sci-fi
The Creature Below,4.544,28,404830,4.6,2016-08-27,sci-fi
Renaissance,0.6,0,404798,0.0,2014-04-27,sci-fi
Altered Perception,1.975,3,404782,6.5,2018-05-04,sci-fi
Nova Seed,1.294,4,404663,8.8,2016-04-23,sci-fi
Dox,0.6,0,404539,0.0,2015-10-16,sci-fi
Atmo HorroX,1.8,1,404489,0.5,2016-07-09,sci-fi
The Nightwalker,0.6,1,404444,5.0,2005-07-28,sci-fi
Kigai (Paranormal Town) Vol. 1,0.6,0,404416,0.0,2008-01-30,sci-fi
Kigai (Paranormal Town) Vol. 2,0.6,0,404415,0.0,2008-06-30,sci-fi
After The Fray,0.8490000000000001,0,404314,0.0,2015-07-09,sci-fi
Geobreeders 2: Breakthrough,0.6,1,404104,6.0,2000-07-26,sci-fi
Condition,0.636,0,403966,0.0,2011-11-27,sci-fi
Secondary Education,0.6,0,403341,0.0,2013-09-23,sci-fi
Genghis Khan Conquers the Moon,0.6729999999999999,1,403317,1.0,2015-09-09,sci-fi
Rain,0.631,1,403304,10.0,2016-05-16,sci-fi
Gehenna: Where Death Lives,5.0139999999999985,22,403283,5.1,2016-01-01,sci-fi
Apple Pie,0.684,1,403010,2.0,2016-07-16,sci-fi
Crop Circles: Crossovers from Another Dimension...,0.6,0,402747,0.0,2005-12-30,sci-fi
Electric Nostalgia,3.329,3,402592,8.7,2016-06-09,sci-fi
South of 8,1.268,1,402434,0.0,2017-02-11,sci-fi
Tesla. Versión 04,0.6,1,402002,4.0,2012-06-13,sci-fi
Fahrenheit 451,12.405,471,401905,5.4,2018-05-12,sci-fi
Mythica: The Godslayer,8.387,34,401689,6.1,2016-12-17,sci-fi
Vultures in the Void,0.6,0,401630,0.0,2014-06-11,sci-fi
Death Race 2050,8.356,97,401544,4.0,2017-01-17,sci-fi
Death Race: Beyond Anarchy,34.018,114,401478,5.8,2018-10-02,sci-fi
Elegy,0.6,1,401427,5.0,2014-09-10,sci-fi
Sunspring,2.017,13,401387,6.2,2016-06-09,sci-fi
Reset,0.6,3,401386,4.3,2013-09-29,sci-fi
Mute,10.244000000000002,632,401371,5.6,2018-02-23,sci-fi
Captcha,1.385,0,401300,0.0,2014-01-01,sci-fi
Virtual Revolution,7.276,33,401294,5.1,2016-10-12,sci-fi
ISRA 88,6.1320000000000014,24,401222,4.9,2016-08-08,sci-fi
Independents' Day,4.8610000000000015,39,401132,3.7,2016-06-07,sci-fi
Beta Test,7.421,83,401123,4.9,2016-07-22,sci-fi
Joe Woke Up at 6AM on a Monday,0.6,1,401115,10.0,2016-06-07,sci-fi
Officer Downe,5.523,40,401061,4.7,2016-11-18,sci-fi
Horizon,2.8480000000000003,2,400976,3.0,2013-06-06,sci-fi
The Caged Pillows,0.973,2,400666,5.0,2016-06-03,sci-fi
113 Degrees,1.429,0,400551,0.0,2013-02-27,sci-fi
Nerd Hunter 3004,0.895,1,400420,5.0,2004-12-31,sci-fi
For Ever,0.6,0,400291,0.0,2019-12-31,sci-fi
Invasion,0.6,0,400162,0.0,2016-05-30,sci-fi
The Naive Man From Lolliland,0.83,1,399910,8.0,2005-01-01,sci-fi
Daylight's End,13.199000000000002,71,399894,5.2,2016-04-16,sci-fi
Passage to Mars,5.432,6,399623,3.8,2016-05-31,sci-fi
The Unseen,4.101,13,399611,5.2,2016-07-17,sci-fi
Godzilla vs. Kong,10.62,0,399566,0.0,2020-11-18,sci-fi
Caught Between Worlds,0.6,1,399445,1.0,2001-01-18,sci-fi
Vixens from Venus,3.612,0,399184,0.0,2016-04-04,sci-fi
Cyborg Hookers,4.931,2,399183,7.0,2016-01-24,sci-fi
Night People,0.8809999999999999,1,399118,2.0,2016-05-09,sci-fi
Overwatch Animated Short: Hero,2.35,33,398718,7.6,2016-05-22,sci-fi
The Silence,0.6,0,398646,0.0,2015-01-19,sci-fi
HYPER-REALITY,0.846,8,398415,5.9,2016-05-16,sci-fi
Dreamscape,0.6,0,398354,0.0,2016-04-22,sci-fi
Into The Light,0.642,1,398197,3.0,2016-08-29,sci-fi
Interstellar Wars,4.209,8,398188,3.6,2016-05-23,sci-fi
Cyborg X,5.82,25,397873,4.6,2016-05-17,sci-fi
A Foundling,0.63,0,397824,0.0,2010-06-09,sci-fi
Overwatch Animated Short: Dragons,2.263,40,397811,7.9,2016-05-16,sci-fi
Dead Space: Chase to Death,0.705,1,397652,5.0,2013-04-12,sci-fi
The Centre of the Universe,0.6,0,397474,0.0,2011-06-03,sci-fi
Worlds Within,0.6970000000000001,1,397265,5.0,2014-07-15,sci-fi
Seize the Night,0.631,1,397245,5.0,2016-05-03,sci-fi
Six Gun Savior,3.1660000000000004,5,397204,4.0,2016-07-05,sci-fi
Anon,15.831,871,396806,5.8,2018-05-03,sci-fi
The Routine,0.6,0,396686,0.0,2014-04-12,sci-fi
Andover,4.801,21,396622,5.6,2018-05-04,sci-fi
Restoration,0.679,1,396497,8.0,2016-08-06,sci-fi
Unwind,1.975,2,396254,8.0,2012-04-22,sci-fi
Trial,0.691,3,395916,4.5,2016-04-27,sci-fi
Andron,6.9060000000000015,86,395883,3.8,2015-11-08,sci-fi
Rememory,8.406,235,395814,6.0,2017-09-08,sci-fi
Aster and Sidney,0.6,0,395812,0.0,2016-04-28,sci-fi
Hotaru,1.8869999999999998,3,395748,8.3,2016-01-28,sci-fi
R.E.M.,0.601,0,395740,0.0,2016-04-26,sci-fi
Capsule,5.287999999999999,45,395560,5.2,2015-12-23,sci-fi
Killzone Intercept,0.882,0,395332,0.0,2012-11-02,sci-fi
Remember,1.848,0,395195,0.0,2012-10-14,sci-fi
Trakked,0.68,0,395023,0.0,2015-05-27,sci-fi
Blue-Eyed Me,0.6,1,394901,7.0,2015-05-30,sci-fi
Ahnenerbe: Inherited from the Forefathers,1.05,1,394620,0.0,2019-06-21,sci-fi
The Orb,0.84,0,394546,0.0,2005-10-24,sci-fi
Halo: Landfall,1.7380000000000002,12,394394,5.4,2007-10-26,sci-fi
The Last Transmission,0.6,0,394332,0.0,2016-03-01,sci-fi
Set the Thames on Fire,1.895,5,393939,6.0,2015-09-30,sci-fi
Arachnicide,0.743,3,393643,5.3,2014-04-27,sci-fi
Future Boyfriend,1.079,4,393496,4.9,2016-04-16,sci-fi
Interlude,0.713,3,393387,6.7,2015-09-17,sci-fi
The Veil,8.169,50,393306,4.0,2017-01-19,sci-fi
Knockers,0.6,0,393210,0.0,2016-04-10,sci-fi
Avatar 5,4.813,0,393209,0.0,2027-12-16,sci-fi
Lego Star Wars: The Yoda Chronicles - The Phantom Clone,2.682,15,393047,6.6,2013-05-04,sci-fi
Prisoner X,3.725,10,392655,5.9,2016-04-15,sci-fi
Estirpe,0.64,0,392408,0.0,2016-04-23,sci-fi
Phineas and Ferb: Star Wars,8.093,53,392216,7.1,2014-07-26,sci-fi
Tiny Town,0.6,0,392192,0.0,2015-09-01,sci-fi
Beyond Lemuria,0.703,2,392118,8.5,2007-06-22,sci-fi
Big Bad,4.012,10,392050,3.8,2016-04-08,sci-fi
Requiem for a Robot,0.8759999999999999,1,392046,7.5,2013-09-13,sci-fi
Than All Else Ever,0.91,2,392036,6.0,2016-01-31,sci-fi
Artificial Intelligence,0.935,1,392032,6.5,2015-10-04,sci-fi
Hank is an Idiot,0.6,1,392017,6.5,2016-04-09,sci-fi
A Shadow of Dara,0.998,4,392014,5.8,2015-10-17,sci-fi
Reversal,0.888,0,391984,0.0,2015-10-06,sci-fi
2 Lava 2 Lantula!,8.154,36,391975,4.8,2016-08-06,sci-fi
Kaijutsu,0.6,1,391965,4.0,2015-10-23,sci-fi
This Giant Papier-Mâché Boulder Is Actually Really Heavy,0.643,1,391938,6.0,2016-02-12,sci-fi
Usin UFO Bikin Kecoh,0.6,0,391800,0.0,2016-03-10,sci-fi
M.O.P.Z.,1.008,2,391651,9.0,2016-04-04,sci-fi
The Girl,2.289,7,391439,4.1,2014-11-03,sci-fi
The Hatching,3.312,17,391402,4.5,2017-09-02,sci-fi
Prism,0.629,1,391265,6.0,2015-05-12,sci-fi
Displacement,4.082,9,391199,4.2,2017-04-28,sci-fi
Parallel,1.213,2,391024,6.0,2015-02-10,sci-fi
Sharknado 4: The 4th Awakens,11.525,226,390989,4.3,2016-07-31,sci-fi
James,0.631,1,390966,9.0,2016-03-04,sci-fi
Empsillnes,0.6,1,390892,5.0,2015-03-19,sci-fi
The Dark Tapes,5.0710000000000015,59,390883,5.2,2017-04-17,sci-fi
Arene,0.6,2,390846,4.5,2016-03-18,sci-fi
Dickshark,1.99,4,390833,4.5,2016-03-22,sci-fi
Here Alone,9.342,80,390582,5.8,2016-04-15,sci-fi
The Visitor,0.6,0,390149,0.0,2015-12-20,sci-fi
Ana,0.607,0,390098,0.0,2016-03-07,sci-fi
Rise,0.9640000000000001,9,389703,5.1,2016-02-19,sci-fi
Dreamco,0.6,0,389516,0.0,2015-10-28,sci-fi
Border Patrol,1.157,1,389437,6.0,2000-03-24,sci-fi
The Flight,0.6,1,389317,6.0,2013-03-23,sci-fi
Code 8,9.936,53,389165,6.7,2016-03-22,sci-fi
Overwatch Animated Short: Recall,2.495,32,389030,7.1,2016-03-21,sci-fi
2084,0.6,0,388460,0.0,2015-06-17,sci-fi
Lone,0.6,0,388454,0.0,2014-10-21,sci-fi
The Curse of Sleeping Beauty,10.819,91,388440,4.2,2016-05-05,sci-fi
Gamma,0.6,0,388425,0.0,2012-06-01,sci-fi
The Call Up,9.804,94,388347,5.2,2016-05-20,sci-fi
Battledream chronicle,0.6,1,388319,8.0,2015-05-22,sci-fi
Mamaboy,5.275,3,388256,4.0,2017-05-23,sci-fi
Out of Time,1.926,13,388241,5.7,2012-06-01,sci-fi
Mythica: The Iron Crown,9.614,38,388191,6.2,2016-05-14,sci-fi
Crown,0.6,3,388058,3.0,2012-04-05,sci-fi
Delivery From Earth,0.6,0,387800,0.0,2014-02-15,sci-fi
Okja,17.833,2690,387426,7.5,2017-06-28,sci-fi
Last of You,0.6,0,387133,0.0,2013-10-16,sci-fi
Pandorica,2.325,6,386890,5.0,2016-04-01,sci-fi
Lost Solace,3.233,8,386825,6.8,2016-03-04,sci-fi
Man Underground,2.153,1,386823,5.0,2017-07-14,sci-fi
Days of Gray,0.6,2,386760,6.0,2013-03-10,sci-fi
The 3rd Letter,0.65,4,386714,6.8,2010-03-03,sci-fi
The Decelerators,0.6,1,386706,5.0,2012-09-20,sci-fi
The iMom,0.992,3,386585,8.0,2014-06-14,sci-fi
The Photon Effect,0.851,0,386509,0.0,2010-06-11,sci-fi
The Last Case of August T. Harrison,0.6,0,386269,0.0,2016-03-05,sci-fi
Saucer Man,0.6,1,386259,1.0,2015-01-01,sci-fi
The Mildew from Planet Xonader,1.8780000000000001,5,386255,4.2,2015-12-15,sci-fi
Sweetheart,0.6,0,386242,0.0,2016-02-15,sci-fi
The Rift,2.165,25,386172,3.7,2016-04-28,sci-fi
Ten Years In The Sun,0.6,0,386139,0.0,2015-03-27,sci-fi
Into The Dark,0.611,0,385928,0.0,2015-03-14,sci-fi
Police State,0.945,2,385908,1.0,2018-10-01,sci-fi
The Human Quality,0.621,1,385502,5.0,2000-03-02,sci-fi
Temple,0.743,3,385452,6.7,2015-12-03,sci-fi
Zoombies,8.073,53,385320,3.7,2016-04-29,sci-fi
Hot Bot,23.478,135,385317,4.1,2016-03-01,sci-fi
Dudes & Dragons,4.692,17,385232,4.2,2015-10-10,sci-fi
Test,0.6,1,385129,8.0,2014-09-27,sci-fi
Like Cattle Towards Glow,2.6860000000000004,9,385125,5.8,2015-09-11,sci-fi
Atlantis Conspiracy,0.6,0,385084,0.0,2013-11-30,sci-fi
Amazing Nuts!,0.6,1,384935,5.0,2006-12-20,sci-fi
Conspiracy Encounters,1.841,3,384894,2.7,2016-02-09,sci-fi
Two Worlds,0.6,0,384844,0.0,2015-08-29,sci-fi
The Adept,0.742,3,384818,6.3,2015-06-21,sci-fi
Kill Command,12.140999999999998,331,384798,5.3,2016-05-13,sci-fi
Rabid,7.879,23,384756,4.4,2019-12-13,sci-fi
Cropped,0.6,2,384652,5.0,2015-11-17,sci-fi
Blue World Order,2.982,7,384545,4.4,2017-03-03,sci-fi
The Cloverfield Paradox,16.034000000000002,2013,384521,5.6,2018-02-04,sci-fi
The Shadow Effect,9.824,89,383538,5.0,2017-05-02,sci-fi
Explode RU486,0.6,0,383441,0.0,2006-10-17,sci-fi
Weaponized,6.9689999999999985,24,383140,4.0,2016-03-01,sci-fi
Jiminy,1.5530000000000002,3,383091,8.0,2013-11-19,sci-fi
Night Stalker,1.388,1,382915,6.0,2016-02-09,sci-fi
Monsters,1.69,6,382890,7.5,2015-10-28,sci-fi
Helix,3.813,14,382651,4.9,2015-01-01,sci-fi
Faeryville,0.6,2,382639,6.8,2015-01-15,sci-fi
Terrordactyl,4.211,18,382638,4.5,2016-04-25,sci-fi
Beyond the Call to Duty,3.406,11,382542,4.9,2016-08-11,sci-fi
14 Days,0.635,0,382439,0.0,2014-10-19,sci-fi
Terror Birds,3.977,10,382437,4.5,2016-03-08,sci-fi
Screams on Planet Zero!,0.846,0,382053,0.0,2013-04-11,sci-fi
Doctor Who Parody by The Hillywood Show®,0.6,1,382016,9.5,2014-05-25,sci-fi
Connected,0.985,1,381771,6.0,2016-02-08,sci-fi
Left to Die,0.6,0,381493,0.0,2011-01-01,sci-fi
The Low Budget Time Machine,1.719,0,381402,0.0,2015-05-01,sci-fi
Re-Evolution,0.6,0,380981,0.0,2011-04-13,sci-fi
Switch Man,0.6,1,380917,6.0,2015-02-02,sci-fi
Visible,1.3030000000000002,1,380688,8.0,2016-02-01,sci-fi
Seventy-Nine,1.93,7,380372,4.6,2013-09-07,sci-fi
They Will All Die in Space,1.034,3,380169,7.0,2015-06-25,sci-fi
Toonocalypse,0.635,1,380167,5.0,2015-06-23,sci-fi
Helio,1.4980000000000002,1,380165,7.0,2015-01-23,sci-fi
Clones,0.6,0,380159,0.0,2015-07-04,sci-fi
Dark Was the Night,1.19,1,380153,6.0,2015-10-29,sci-fi
Sleepworking,0.68,1,380123,6.0,2013-06-28,sci-fi
Parasite Choi,0.6,0,380120,0.0,2013-10-28,sci-fi
Nine Legends,1.6969999999999998,0,380054,0.0,2016-01-28,sci-fi
Stranglehold,0.688,1,380020,2.0,2014-05-01,sci-fi
Undercover Vampire Policeman,0.6,0,379886,0.0,2016-01-28,sci-fi
Chiral,0.675,0,379868,0.0,2015-11-27,sci-fi
The Army Within,0.637,1,379855,6.0,2014-10-10,sci-fi
Space Jam 2,4.62,0,379686,0.0,2021-07-16,sci-fi
Futurmania,1.058,5,379561,6.8,2002-09-02,sci-fi
Elder Sign,0.6,1,379471,7.0,2009-02-24,sci-fi
The Necronomicon,0.84,3,379468,6.7,2009-10-15,sci-fi
Sticky Drama,0.852,0,379336,0.0,2015-11-04,sci-fi
Bunker: Project 12,4.812,8,379305,5.0,2016-01-08,sci-fi
HPL Insurance,0.6,0,379108,0.0,2015-12-02,sci-fi
Spacebong Beach Babes,0.6,0,378318,0.0,2010-01-19,sci-fi
Merv,0.665,2,378158,4.5,2013-12-31,sci-fi
The Carrier,4.252,16,378088,3.9,2015-07-15,sci-fi
DC's Legends of Tomorrow: Their Time Is Now,1.611,24,378021,6.7,2016-01-21,sci-fi
Doctor Who: Lost in the Dark Dimension,0.688,0,377974,0.0,2017-04-15,sci-fi
The Rocky Horror Picture Show: Let's Do the Time Warp Again,10.955,131,377448,5.3,2016-10-20,sci-fi
Tales Of Mild Interest,0.6,0,377405,0.0,2015-06-27,sci-fi
Let's Be Evil,7.657,98,376579,4.3,2016-08-05,sci-fi
The Astronomer's Dream,0.6,2,376452,6.0,2009-03-07,sci-fi
Paradox,5.239,69,376292,4.6,2016-04-22,sci-fi
Stargate SG-1: True Science,2.296,6,376268,8.2,2006-01-03,sci-fi
Neon Doom,0.6,0,376239,0.0,2016-04-01,sci-fi
The Fracktaplots,0.6,0,376173,0.0,2010-03-12,sci-fi
The Discovery,9.558,753,376134,6.2,2017-03-31,sci-fi
Exit Plan,0.924,1,375980,5.0,2016-01-01,sci-fi
The Clone Theory,0.6,0,375891,0.0,2015-07-16,sci-fi
Sensory Perception,0.9259999999999999,0,375827,0.0,2015-12-31,sci-fi
Proto,0.682,0,375730,0.0,2014-10-16,sci-fi
The Legacy,0.6,0,375700,0.0,2010-03-27,sci-fi
Cockpit: The Rule of Engagement,0.6,0,375676,0.0,2012-05-23,sci-fi
The Girl with All the Gifts,12.868,1153,375366,6.4,2016-09-23,sci-fi
New Earth on the Barrens,1.4,0,375172,0.0,2015-04-01,sci-fi
Use the Eyeballs!,0.6,0,375125,0.0,2015-02-15,sci-fi
R.E.D.D.,0.6,1,374762,7.0,2015-09-07,sci-fi
Hybrids,0.6559999999999999,2,374602,5.0,2013-06-07,sci-fi
Initium,0.6,0,374578,0.0,2013-06-29,sci-fi
Pass Thru,4.175,14,373841,4.9,2016-04-19,sci-fi
Ginger & Snapper,1.115,0,373632,0.0,2016-11-01,sci-fi
Kennedy's Finest,0.6,0,373366,0.0,2015-08-08,sci-fi
Alternate Realities,2.256,3,373363,5.0,2015-10-06,sci-fi
Advantageous,0.6,0,373043,0.0,2012-04-03,sci-fi
Sumer,0.885,1,373036,6.0,2015-03-27,sci-fi
Sci Fi Sol,0.6,0,372804,0.0,2012-04-14,sci-fi
The Gamma-Ray Man,0.6,0,372726,0.0,2013-03-10,sci-fi
When Black Birds Fly,3.9939999999999998,10,371914,4.8,2016-01-15,sci-fi
Spacebound,0.6,1,371888,4.0,2012-07-01,sci-fi
Doctor Who: The Husbands of River Song,7.189,113,371759,8.1,2015-12-25,sci-fi
Rotor DR1,2.656,5,371690,3.8,2015-10-20,sci-fi
Entity,1.284,5,371561,4.4,2014-06-28,sci-fi
I Have A Bad Feeling About This,0.6,1,371533,0.0,2015-12-15,sci-fi
Robot World,2.095,7,371225,4.4,2015-09-13,sci-fi
Hamlet's Ghost,0.85,0,371077,0.0,2015-12-11,sci-fi
Uncanny Valley,1.4,18,370925,7.5,2015-12-01,sci-fi
Paradox,1.915,1,370834,7.0,2015-12-05,sci-fi
Cord,1.656,5,370690,7.4,2015-03-28,sci-fi
Mythica: The Necromancer,9.757,51,370687,6.2,2015-12-19,sci-fi
Dohrniii,0.63,1,370535,8.0,2015-11-26,sci-fi
In Memory of,2.0540000000000003,2,370460,3.0,2016-01-01,sci-fi
virocrypsis,0.6,0,370132,0.0,2015-11-26,sci-fi
Stormageddon,6.434,28,370097,5.6,2015-11-18,sci-fi
The Boy Who Couldn't Sleep and Never Had To,0.6,0,369916,0.0,2015-12-01,sci-fi
Counter Clockwise,1.934,3,369545,4.3,2016-10-04,sci-fi
Australiens,1.236,7,369415,5.5,2015-11-28,sci-fi
Nowhere Boys: The Book of Shadows,5.059,30,369406,5.9,2016-01-01,sci-fi
The Empire Strikes Back Uncut: Director's Cut,0.6,1,369320,7.0,2014-10-11,sci-fi
Doctor Who: The Snowmen,6.803,139,369145,8.1,2012-12-25,sci-fi
Iris,0.6,1,368971,6.0,2015-08-15,sci-fi
The Open,1.619,1,368926,8.0,2015-11-14,sci-fi
Solar,1.128,1,368838,7.0,2014-09-25,sci-fi
Toxic Tutu,0.6920000000000001,1,368590,10.0,2017-10-28,sci-fi
Exode,0.851,5,368010,7.2,2014-10-03,sci-fi
American Hero,7.351,103,367551,5.2,2015-12-11,sci-fi
NEW,0.882,1,367531,8.0,2014-12-04,sci-fi
Singularity,0.807,6,367422,6.5,2015-11-07,sci-fi
Billy Zabka Saves The Universe,0.6,0,367403,0.0,2014-05-14,sci-fi
At the end,0.6,1,367346,3.0,2012-08-06,sci-fi
Cosmic Scrat-tastrophe,5.654,78,367326,6.8,2015-11-06,sci-fi
QuanTom,0.6,0,367317,0.0,2013-09-01,sci-fi
Insight,0.6,1,367166,5.0,2013-01-15,sci-fi
Deadly Culture,1.462,0,367080,0.0,2007-03-01,sci-fi
Therefore I Am,0.6,1,366998,6.0,2015-11-02,sci-fi
Batman: Bad Blood,11.383,398,366924,7.0,2016-03-22,sci-fi
Thorn,1.379,1,366914,5.5,2015-09-13,sci-fi
Alien Strain,4.215,3,366824,3.3,2014-10-31,sci-fi
Golem,0.685,3,366641,7.7,2012-09-19,sci-fi
Outer Osmo Ghost Mode,0.6,0,366621,0.0,2012-11-21,sci-fi
Metroid: The Sky Calls,1.138,6,366537,7.7,2015-11-02,sci-fi
Lego Star Wars: The Yoda Chronicles - Menace of the Sith,2.99,10,366224,6.4,2013-09-04,sci-fi
Cruise Patrol,0.6,4,366211,6.0,2013-11-01,sci-fi
One Under the Sun,2.565,4,366099,3.3,2017-03-14,sci-fi
Spore,0.6,0,365999,0.0,2015-03-27,sci-fi
Night of the Wererooster,0.601,0,365936,0.0,2015-10-26,sci-fi
The Last Man,0.708,2,365847,6.0,2014-08-23,sci-fi
The Trap,0.635,1,365841,7.0,2015-10-28,sci-fi
Spark,0.879,0,365624,0.0,2010-01-01,sci-fi
DownLoad,2.397,0,365534,0.0,2015-04-25,sci-fi
Black Road,2.415,7,365339,4.5,2015-10-14,sci-fi
Far,0.6,0,365275,0.0,2012-12-31,sci-fi
Deadly Voltage,3.842,7,365194,5.9,2016-01-15,sci-fi
Zero,1.919,4,365065,5.8,2015-09-03,sci-fi
Earthquake On Everest,1.483,1,365007,4.0,2015-10-23,sci-fi
Budhayaan,0.6,0,364805,0.0,2016-10-21,sci-fi
Out of the Mold,0.6,0,364788,0.0,2015-05-15,sci-fi
Home Sweet Home,0.6,2,364759,7.3,2015-02-21,sci-fi
Little Red and the Rhode Island Strangler,0.6,0,364723,0.0,2015-08-30,sci-fi
From Out,0.606,0,364498,0.0,2015-10-17,sci-fi
Movies in Space,0.63,1,364490,3.0,2015-10-17,sci-fi
Boniato,0.975,4,364482,5.3,2015-05-01,sci-fi
The White King,3.1189999999999998,29,364410,5.5,2017-01-27,sci-fi
Heaven is Now,0.6,1,364320,10.0,2016-10-22,sci-fi
Franklin,0.6,0,364316,0.0,2015-05-20,sci-fi
Prescient,3.2560000000000002,3,364230,4.0,2015-10-16,sci-fi
Defiance: The Lost Ones,0.8809999999999999,1,364217,7.0,2014-04-02,sci-fi
Earthrise,3.113,4,364011,3.3,2014-10-09,sci-fi
Painkillers,3.43,13,363618,4.3,2015-11-15,sci-fi
Future Relic 03,0.6,0,363616,0.0,2015-04-18,sci-fi
Future Relic 02,0.6,0,363615,0.0,2014-11-28,sci-fi
Myrna the Monster,0.609,0,363361,0.0,2015-01-23,sci-fi
MindGamers,5.231,11,362583,4.1,2015-10-04,sci-fi
Glow,0.6,2,362565,6.0,2013-01-01,sci-fi
They Found Hell,5.7010000000000005,33,362439,4.5,2015-10-17,sci-fi
Ominous,5.409,21,362434,4.5,2015-10-10,sci-fi
Chicago Rot,2.26,2,362388,3.0,2015-01-01,sci-fi
Adam,0.6,2,362330,5.0,2002-10-02,sci-fi
Kapsul,0.8490000000000001,0,362328,0.0,2015-09-17,sci-fi
Shelter,2.145,7,362203,5.0,2015-04-21,sci-fi
Don't Grow Up,5.441,72,362180,4.7,2015-03-11,sci-fi
Reversion,2.879,2,362128,6.0,2015-10-09,sci-fi
Doc Brown Saves the World,1.101,6,362000,6.8,2015-10-21,sci-fi
The Archiver,0.6,0,361894,0.0,2011-06-24,sci-fi
The Web,1.161,8,361839,5.5,2013-09-28,sci-fi
Airlords of Airia,1.4,1,361752,7.0,2013-07-17,sci-fi
We Are Animals,1.474,6,361592,7.5,2013-06-28,sci-fi
Space Ninja: The Animated Movie,1.18,1,361459,6.0,2014-10-24,sci-fi
The Last Human in the Milky Way,0.6,0,361388,0.0,2015-06-01,sci-fi
A7-058,0.6,0,361344,0.0,2013-05-12,sci-fi
Arrowhead,5.928,29,360799,5.0,2017-06-23,sci-fi
Marooned,1.555,1,360540,10.0,2015-09-26,sci-fi
Starship Apocalypse,2.861,6,360292,3.0,2014-12-20,sci-fi
Queen Crab,3.443,6,360188,3.2,2015-09-29,sci-fi
Present Tense,0.6,0,360177,0.0,2013-07-10,sci-fi
Dominion,3.672,4,359785,3.8,2015-09-14,sci-fi
Caprica,0.6,1,359250,7.0,2009-04-21,sci-fi
Embers,5.902,42,358644,5.5,2015-09-18,sci-fi
NO-A,0.6,3,358622,4.7,2015-09-02,sci-fi
Cat Girl,0.847,0,358260,0.0,2008-09-12,sci-fi
Aimy in a Cage,4.229,10,358238,4.8,2016-01-08,sci-fi
Darkfall Resurrection,0.8640000000000001,0,357707,0.0,2013-01-03,sci-fi
Phoenix Point,1.242,1,357705,1.0,2005-01-20,sci-fi
Star Wars: The New Republic Anthology,0.6,2,357450,7.0,2015-09-01,sci-fi
Worlds Apart,0.779,3,357414,6.3,2013-04-05,sci-fi
The Hollow One,3.55,10,356787,4.5,2015-05-01,sci-fi
I Am Alone,1.6269999999999998,5,356555,5.9,2015-10-30,sci-fi
The Synthetic Man,0.6,0,356444,0.0,2013-10-12,sci-fi
Sea Devil,1.2830000000000001,3,356424,5.7,2015-05-02,sci-fi
Dark By Noon,1.9709999999999999,7,356266,3.8,2013-05-06,sci-fi
There,1.216,0,355760,0.0,2015-01-01,sci-fi
Martian Land,5.256,27,355309,3.0,2015-10-06,sci-fi
Devil's Gate,11.472999999999999,102,355193,4.7,2017-04-24,sci-fi
Sense8: Creating the World,6.114,21,355131,8.2,2018-06-08,sci-fi
The Terminator: Hunters and Killers,0.6,0,354941,0.0,2006-12-05,sci-fi
Red Kill Zone,0.9620000000000001,1,354902,5.0,2015-08-17,sci-fi
Regular Show: The Movie,8.852,72,354857,7.3,2015-09-01,sci-fi
Fonotune: An Electric Fairytale,1.235,0,354822,0.0,2018-05-14,sci-fi
Point B,0.6,1,354664,6.5,2015-08-14,sci-fi
Doctor Who: Seasons of War,0.6,0,354394,0.0,2015-01-30,sci-fi
The Osiris Child,13.954,260,354282,5.2,2016-02-17,sci-fi
The Garden,0.629,1,354271,9.0,2015-08-08,sci-fi
Timelike,0.999,1,354208,5.0,2015-07-28,sci-fi
Night of the Chupacabra,1.6880000000000002,0,354136,0.0,2005-03-04,sci-fi
Cloak & Shag Her,0.6,2,354107,6.0,2008-01-29,sci-fi
She Alien,1.969,0,354097,0.0,2009-06-06,sci-fi
The Girl from Outer Space,0.6,0,354095,0.0,2009-06-15,sci-fi
Sex Wars,0.6559999999999999,0,354094,0.0,2008-06-15,sci-fi
Invaders,0.6,0,354093,0.0,2008-09-01,sci-fi
Alien Babes,0.629,0,354091,0.0,2009-04-05,sci-fi
Alien Ecstasy,1.435,0,354090,0.0,2009-07-04,sci-fi
