,title,popularity,vote_count,id,vote_average,release_date,genre_ids
7,Cradle,0.6,0,582793,0.0,2016-07-23,[878]
8,See You Yesterday,9.015,282,582607,5.5,2019-05-03,"[28, 12, 80, 18, 878]"
9,Epoch II,1.175,0,582410,0.0,2019-01-23,[878]
10,Assassin 33 A.D.,25.602,0,582306,0.0,2020-01-24,[878]
11,The Bellwether,0.6679999999999999,0,582300,0.0,2019-02-12,"[27, 18, 878]"
12,Harbinger,0.931,0,582052,0.0,2019-03-01,"[53, 878, 80, 18]"
13,Infinite,6.907,0,581726,0.0,2020-08-06,"[18, 878]"
14,Anthem: Conviction,0.758,3,581620,7.0,2019-02-14,"[28, 878]"
15,The Generator,0.976,2,581298,5.5,2017-09-28,[878]
16,Teratomorph,0.6,0,581178,0.0,2019-02-08,"[878, 27]"
17,Faceless,0.6,0,580728,0.0,2007-03-20,"[99, 878]"
18,Snatchers,9.504,31,580632,6.4,2019-03-12,"[35, 27, 878]"
19,Venom 2,8.674,0,580489,0.0,2020-10-01,"[28, 878]"
0,The Uninvited Guest,0.6,0,580435,0.0,2015-01-01,"[35, 18, 878, 53]"
1,Orpheize,0.6,1,579886,9.0,2015-10-17,"[18, 878]"
2,Arcade,0.6,0,579839,0.0,2014-04-02,[878]
3,Power Rangers Legacy Wars: Street Fighter Showdown,1.103,4,579669,8.8,2018-10-09,"[28, 878]"
4,The Cold Equations,0.6,0,579641,0.0,2011-01-11,"[878, 18]"
5,World War Four,2.414,0,579380,0.0,2019-01-15,"[28, 878, 53, 10752]"
6,The Day They Came,0.6,0,579285,0.0,2013-09-05,[878]
7,Beyond the Lost World: The Alien Conspiracy III,0.841,0,579089,0.0,2003-01-21,"[878, 27]"
8,The Infinity Project,1.169,1,578122,1.0,2018-11-30,"[28, 878, 53]"
9,The Give And Take,0.6,1,576737,8.0,2018-08-25,"[18, 878]"
10,SOH10 the Opera,0.6,0,575596,0.0,2003-06-06,"[18, 878, 10402]"
11,Program,0.6,2,575504,6.0,2017-09-30,"[18, 878, 53]"
12,The Time Agent,0.6,0,575354,0.0,2018-02-01,"[18, 878]"
13,Caller ID: Entity,0.6,0,575313,0.0,2018-01-15,"[878, 53]"
14,Face Swap,0.6,0,575174,0.0,2019-01-11,[878]
15,Zero Sum,0.6,0,574998,0.0,2016-01-01,"[878, 18]"
16,Dimension Z,0.6,2,574742,5.0,2017-06-01,"[27, 878]"
17,No Woman Born,0.6,0,574701,0.0,2010-01-27,[878]
18,Night Has Come,0.6,0,573781,0.0,2019-09-19,[878]
19,End of the World,4.591,18,573641,3.4,2018-12-20,[878]
0,The Last Boy,4.066,23,573632,4.8,2019-01-08,"[18, 878]"
1,The Car: Road to Revenge,5.276,11,573560,5.0,2019-01-08,"[28, 27, 878, 53]"
2,The World Over,0.6,1,572704,8.0,2018-07-15,"[878, 53, 27]"
3,A Different Beyond,0.6,0,572458,0.0,2018-12-10,[878]
4,Prism,1.893,2,572312,6.0,2017-06-09,"[878, 18, 10749, 35]"
5,A Wakefield Project,6.2970000000000015,1,571858,2.0,2019-01-11,"[27, 878, 53]"
6,Masquerade,0.956,1,570945,8.0,2014-05-16,"[27, 878, 9648]"
7,Ark,0.6,1,570416,5.0,2016-12-17,[878]
8,Alternate,0.679,1,570414,5.0,2016-03-14,"[18, 878]"
9,The Predator Holiday Special,0.746,3,569888,7.0,2018-12-19,"[35, 27, 878, 10770, 16]"
10,Demonia Undertaker,1.272,0,569815,0.0,2017-12-15,"[28, 18, 878]"
11,"Love, Cheryl",0.6,0,569586,0.0,2018-12-19,"[878, 27]"
12,Robot Will Protect You,0.6,0,569562,0.0,2018-12-05,"[878, 16]"
13,The Spiral,2.32,0,569553,0.0,2018-12-20,"[878, 53]"
14,Black Mirror: Bandersnatch,13.127,2530,569547,6.9,2018-12-28,"[18, 9648, 878, 53, 10770]"
15,Throwback Holiday,1.062,0,569325,0.0,2018-12-15,"[878, 18, 35, 10751]"
16,Spider-Man: Into the Spider-Verse Sequel,4.062,0,569094,0.0,2022-04-07,"[16, 28, 878, 12, 35]"
17,"The Sound of Blue, Green and Red",0.695,0,569057,0.0,2016-10-15,"[27, 878]"
18,Massacre on Martin & 3rd: A Neoliberal Horror Story,0.6,0,569001,0.0,2018-10-20,"[18, 53, 27, 878]"
19,Prometheus: Prologue - Prometheus Transmission,1.7,3,568921,5.3,2012-09-06,[878]
0,Prometheus: Prologue - Weyland Industries Testimonial,0.6,0,568919,0.0,2012-06-27,[878]
1,Prometheus: Prologue - Project Prometheus: Mission,0.845,0,568916,0.0,2012-05-30,[878]
2,"Prometheus: Prologue - Happy Birthday, David",1.585,4,568906,7.3,2012-03-17,[878]
3,Tim Vine Travels Through Time Christmas Special,0.64,1,568850,6.0,2017-12-29,"[35, 36, 878, 10402]"
4,Invaders,0.972,3,568628,8.0,2018-06-27,[878]
5,TRON: Destiny,0.878,1,567883,1.0,2011-06-10,"[878, 53]"
6,Xeriphium,0.731,0,567206,0.0,2019-05-03,"[27, 878]"
7,Hornet,2.124,4,567203,1.3,2018-12-18,"[28, 878]"
8,The PsyBorgs,2.173,0,567093,0.0,2019-05-01,[878]
9,Cooking with Bill: PrestoVeg,0.857,0,567068,0.0,2017-07-07,"[35, 878, 27]"
10,The Dark Kingdom,8.165,8,566810,4.6,2018-11-26,"[12, 14, 878]"
11,Past Tense,0.6,0,566730,0.0,2015-02-10,"[18, 878]"
12,Tales of Genesis Space,0.6,0,566339,0.0,2000-04-23,"[16, 878]"
13,The Wrong Todd,1.131,0,566323,0.0,2018-09-24,"[35, 878]"
14,ÍCARO,0.606,0,566285,0.0,2017-06-15,[878]
15,Time Jumpers,4.08,8,566182,5.1,2018-12-01,"[28, 18, 878]"
16,Sunshine Bob,0.6,1,566040,10.0,2006-09-01,[878]
17,Last and First Men,2.1319999999999997,0,566038,0.0,2020-11-19,"[878, 10402]"
18,Forbidden Power,1.4,0,565937,0.0,2018-06-11,[878]
19,The Immortal Wars: Resurgence,8.554,1,565840,9.0,2019-12-13,"[28, 878]"
0,The Vast of Night,2.873,2,565743,4.5,2019-01-23,"[14, 9648, 878]"
1,Catskill Park,2.026,2,565620,4.0,2018-11-27,"[27, 878]"
2,Killer Video,0.6,0,565597,0.0,2017-05-25,"[27, 878]"
3,Doctor Glamour,0.6,0,565384,0.0,2012-02-10,"[35, 878]"
4,Alien Addiction,0.6,1,565144,7.0,2018-11-15,"[35, 878]"
5,Elijah and the Rock Creature,0.6,0,565087,0.0,2018-12-08,"[878, 10751]"
6,Assassinaut,2.991,3,565005,6.7,2019-07-30,[878]
7,Jack vs. Lanterns,0.6,0,564612,0.0,2017-01-01,[878]
8,Esiod 2015,0.6,0,564450,0.0,2016-02-11,[878]
9,Death Heads: Brain Drain,2.292,0,564288,0.0,2018-10-15,"[27, 878]"
10,End User,0.6,0,563948,0.0,2018-11-24,"[27, 878]"
11,From Darkness His Name,0.6,0,563806,0.0,2016-06-01,"[14, 878]"
12,The Cold Dark,0.6,0,563531,0.0,2018-11-25,"[878, 27]"
13,Mandao of the Dead,2.219,0,563466,0.0,2018-11-11,"[878, 27, 35]"
14,Ohm,0.6,0,562485,0.0,2009-05-01,"[27, 878]"
15,Glimpscapes,0.6,0,562484,0.0,2012-01-01,"[16, 878]"
16,12:00 PM,0.6,0,562460,0.0,2018-05-05,"[878, 80, 18]"
17,Tinker',5.32,6,562334,5.2,2018-11-16,"[18, 14, 878]"
18,The Hitchhiker,1.106,0,562225,0.0,2014-04-06,"[35, 878, 53]"
19,Best Friend,0.775,11,561471,7.3,2018-11-08,"[16, 878]"
0,The Nine Billion Names of God,0.6,0,561409,0.0,2018-09-13,[878]
1,Eve,0.6,0,561089,0.0,2018-07-27,"[878, 53]"
2,The Limit,0.9570000000000001,2,561026,0.0,2018-11-20,"[28, 878]"
3,Boat Madness,0.6,0,560740,0.0,2011-01-29,"[35, 28, 878, 18]"
4,Beyond White Space,9.454,35,560704,3.8,2018-12-14,"[878, 53]"
5,H.A.V.E.N.,0.6,0,560394,0.0,2018-06-21,[878]
6,Pocketman and Cargoboy,2.53,5,560034,6.6,2018-10-12,"[12, 35, 878]"
7,Before the Dark,0.6859999999999999,0,560029,0.0,2017-09-05,[878]
8,Stowaway,2.5540000000000003,0,559581,0.0,2020-07-24,"[878, 53]"
9,Slimoids,0.6,0,558684,0.0,2018-11-02,"[35, 27, 878]"
10,Cozmo's,0.84,0,558441,0.0,2016-01-01,[878]
11,The Golden Chain,0.6,0,558385,0.0,2019-11-08,[878]
12,Venom Collection,0.6,0,558216,0.0,2020-10-02,"[28, 878]"
13,Madder Isle,0.6,0,558087,0.0,2018-10-31,"[16, 27, 878]"
14,Star Wars: Dresca,0.6,2,557891,8.0,2018-05-04,[878]
15,Cosmic Whistleblowers,1.083,3,557862,6.0,2015-09-23,"[99, 878]"
16,Dreams in Rain,0.6,0,557688,0.0,2018-02-14,"[878, 53]"
17,Assassins Revenge,0.6,1,557620,5.0,2018-09-04,[878]
18,Imitation Girls,0.6,0,557229,0.0,2014-01-01,"[878, 18]"
19,Contact,0.6,1,556497,5.0,2018-02-28,[878]
0,Assimilation,0.6,0,556078,0.0,2018-11-30,"[18, 27, 9648, 53, 878]"
1,Ratstar,0.6,0,555878,0.0,2014-10-31,"[27, 878]"
2,Killer from Space,0.6,0,555835,0.0,2018-08-12,[878]
3,The Resurgence,0.6,0,555450,0.0,2018-03-01,"[28, 18, 878, 10752]"
4,Mail Order Monster,5.05,9,554979,4.7,2018-11-06,"[18, 10751, 878]"
5,The Ticket,0.626,0,554715,0.0,2018-10-11,"[878, 53]"
6,The Redemption Act,0.6,1,554501,8.0,2017-01-31,[878]
7,2012 Countdown,0.6,0,554132,0.0,2012-12-20,"[35, 878, 9648]"
8,Black Garden,7.5310000000000015,1,553641,8.0,2020-04-07,[878]
9,Tree House Time Machine,0.951,0,553636,0.0,2018-01-17,"[12, 10751, 14, 878]"
10,A Low Hum,0.6,0,553541,0.0,2018-06-15,[878]
11,Doctor Who: Meanwhile in the TARDIS: Part 2,0.915,2,553351,8.0,2010-11-08,"[35, 878]"
12,Doctor Who: Meanwhile in the TARDIS: Part 1,1.6909999999999998,2,553346,8.0,2010-11-08,"[35, 878]"
13,Global Conspiracy?,0.633,0,553338,0.0,2004-05-10,"[35, 878]"
14,John,0.6,0,553287,0.0,2017-09-01,"[878, 18]"
15,Nirvana,0.629,0,553262,0.0,2018-09-07,[878]
16,Code Name: Dynastud,3.0810000000000004,2,553250,6.0,2018-10-18,"[35, 28, 878]"
17,The Head Hunter,13.169,98,553141,5.1,2019-04-05,"[14, 27, 878]"
18,Star Tours 3D - The Adventures Continue,0.71,3,552833,8.0,2011-05-20,[878]
19,The Moment,0.6,0,552667,0.0,2018-06-07,[878]
0,Alien Surveillance,2.45,3,552569,1.7,2018-10-06,"[878, 53]"
1,Future Thoughts,0.6,0,552459,0.0,2018-09-01,"[16, 878]"
2,Lucy & D.i.C.,0.6,0,552445,0.0,2017-10-12,"[16, 35, 878]"
3,Robowar,2.5660000000000003,5,552376,7.2,2018-10-11,"[28, 878]"
4,Shangri-La: Near Extinction,2.865,2,551918,6.5,2018-10-02,[878]
5,Darth Maul: Apprentice,3.217,19,551874,7.9,2016-03-05,"[28, 14, 878]"
6,Acedia,0.6,0,551791,0.0,2018-11-04,[878]
7,Big Boom,0.6559999999999999,1,551386,6.0,2018-08-16,"[16, 878]"
8,A Thing of Dreams,0.6,1,551231,7.0,2018-09-22,"[878, 18]"
9,Ghost Source Zero,2.541,2,551079,9.5,2017-09-01,"[878, 28]"
10,TWO,0.6,0,551074,0.0,2006-10-31,"[27, 878]"
11,Free Guy,11.399000000000001,0,550988,0.0,2020-12-10,"[28, 12, 35, 14, 878]"
12,Singularity,0.6,0,550984,0.0,2013-02-04,"[18, 878]"
13,Alien Expedition,6.652,14,550844,3.8,2018-09-25,"[878, 12, 28]"
14,Space Patrol,0.6,0,550739,0.0,2000-07-13,[878]
15,Stonewall and Riot,0.6,1,550669,6.0,2006-10-30,"[878, 16, 35]"
16,Between the Moon and Montevideo,1.4609999999999999,0,550657,0.0,2000-07-13,[878]
17,The Fabric,0.6409999999999999,1,550622,4.0,2018-02-01,"[878, 27]"
18,Information Superhighway,0.6,0,550355,0.0,2018-01-19,"[878, 27]"
19,Trigger,2.1069999999999998,1,550176,2.5,2016-08-16,"[28, 878]"
0,Star Wars: Revelations,0.84,4,549991,6.5,2005-04-17,"[14, 878]"
1,Silent Country,0.6,0,549954,0.0,2016-01-01,[878]
2,CC,1.021,1,549936,9.0,2018-09-22,[878]
3,The Last Two Lovers at the End of the World,0.6,0,549511,0.0,2017-12-01,"[18, 10749, 878]"
4,Synchronic,3.874,4,549294,6.1,2019-09-07,"[27, 878]"
5,StarCraft II: Heart of the Swarm,0.639,1,549008,9.0,2013-03-12,[878]
6,Nova Express,0.6,1,548776,2.0,2009-10-20,[878]
7,The Slows,0.857,1,548703,6.0,2018-09-21,[878]
8,Color Out of Space,40.105,172,548473,6.3,2020-01-24,"[27, 878]"
9,Alien Predator,4.04,17,548257,4.6,2018-09-11,"[28, 12, 27, 878]"
10,Mecanic,0.6,1,548098,8.0,2018-09-12,"[16, 878]"
11,Level 16,10.733,108,548066,5.5,2018-02-20,"[878, 53]"
12,Meteorlight,0.879,0,548030,0.0,2018-11-19,"[16, 878]"
13,//_sleeper,0.6,0,548028,0.0,2018-11-19,"[16, 878]"
14,Noon,0.6,1,547514,5.0,2013-01-14,[878]
15,Omniscient,0.902,1,547490,7.0,2016-10-01,[878]
16,Asockalypse,0.6,0,547421,0.0,2016-09-13,"[35, 878]"
17,Torrent,0.6,0,547406,0.0,2018-09-07,[878]
18,Chuckle Boy,1.743,1,547284,7.0,2009-01-16,"[35, 878]"
19,Scavenger,0.6,1,547145,7.0,2018-09-04,[878]
0,TiCK,0.6,2,547091,7.0,2018-07-27,"[27, 878]"
1,Uncanny Valley,0.81,4,546947,6.0,2018-09-05,[878]
2,No Escape,0.6,1,546945,5.0,2011-04-04,[878]
3,I Am the Doorway,1.2409999999999999,0,546782,0.0,2018-09-28,"[27, 878]"
4,Auntie Edna,7.6629999999999985,63,546728,7.4,2018-10-23,"[16, 35, 878, 10751]"
5,Guns of the Apocalypse,3.261,1,546441,3.0,2018-09-26,[878]
6,The Dawnseeker,5.038,11,546391,4.6,2018-08-16,[878]
7,Orthus,0.6,0,546329,0.0,2018-08-15,"[10770, 878, 53]"
8,NextStep,0.6,0,546285,0.0,2018-05-28,"[18, 35, 878]"
9,I Am Here,0.9590000000000001,0,546144,0.0,2018-08-08,"[10749, 18, 878]"
10,The Very Near Future,0.6,0,545586,0.0,2017-12-02,"[878, 35]"
11,Dreams from a Petrified Head,0.6,1,545433,10.0,2011-01-01,"[18, 878]"
12,Fabricated,0.715,3,544857,6.3,2016-10-10,"[16, 878]"
13,Out of the Ground,0.6,0,544830,0.0,2018-03-01,[878]
14,Alienators,1.168,0,544413,0.0,2018-08-24,"[35, 878]"
15,A Mew Hope,0.6,0,544195,0.0,2017-11-03,"[878, 28, 14]"
16,The Aalto Natives,0.6,1,544149,10.0,2017-05-13,"[35, 16, 14, 878]"
17,Radiator Seven,0.6,0,543997,0.0,2017-12-09,"[27, 878, 53]"
18,Marvel Zombies VS Army of Darkness,0.6,0,543976,0.0,2013-11-18,"[27, 28, 878]"
19,Overwatch Animated Short: Shooting Star,1.554,17,543842,7.4,2018-08-22,"[878, 28, 16]"
0,Watch the Sky,2.513,3,543626,7.7,2017-01-01,[878]
1,The Capture,3.264,5,543140,6.4,2017-11-16,[878]
2,Starfish,6.2860000000000005,35,542713,5.7,2018-09-27,"[18, 27, 878]"
3,The Foaming Node,0.6,0,542675,0.0,2018-07-06,"[878, 27]"
4,Shahmaran,0.6,1,542030,10.0,2018-07-31,[878]
5,The Body Watchers,0.6,0,541954,0.0,2009-11-12,"[878, 35]"
6,A. I. Tales,2.9960000000000004,1,541883,4.0,2018-07-13,"[28, 18, 878]"
7,Raid on Passion Planet,4.822,1,541566,6.0,2018-07-24,[878]
8,The Waiting Room,0.6,0,541477,0.0,2018-09-14,[878]
9,Veteran of the Psychic Wars,0.691,1,541204,10.0,2018-05-09,"[878, 9648]"
10,Collider,3.87,8,540970,4.0,2018-08-07,[878]
11,Wound Up,0.6,0,540965,0.0,2016-04-15,"[878, 16]"
12,Nemesis 5: The New Model,2.656,1,540727,3.0,2017-12-01,[878]
13,A Thousand Deaths,0.6,0,540544,0.0,2014-07-15,"[878, 80]"
14,Jurassic Galaxy,27.567,50,540247,4.1,2018-08-20,"[28, 12, 878]"
15,Sigma,0.6,0,539995,0.0,2005-02-05,"[28, 878, 53]"
16,Time Enforcer,0.6,1,539992,5.0,2018-09-20,[878]
17,Living Universe,0.7190000000000001,1,539835,10.0,2018-08-09,"[99, 878]"
18,Project E.1337: ALPHA,1.443,3,539721,5.0,2018-01-06,[878]
19,Don't Let Go,10.432,48,539651,6.8,2019-08-30,"[80, 9648, 878, 53]"
0,Water,0.6,0,539592,0.0,2018-08-11,"[18, 878]"
1,Helen,1.4,0,539577,0.0,2018-08-05,"[18, 878]"
2,Alien Siege,4.078,15,539498,3.5,2018-07-31,"[878, 28, 12]"
3,A Brand New You,0.6,0,538129,0.0,2014-04-06,"[35, 878]"
4,To No Man's Land,0.9690000000000001,0,538036,0.0,2019-11-25,[878]
5,Wetware,0.627,0,537946,0.0,2018-08-19,[878]
6,Instant,1.177,2,537723,7.0,2018-07-19,"[878, 53]"
7,I Came From The Future,0.6,0,537693,0.0,2018-07-16,[878]
8,The Shadow Hours,0.6,0,537372,0.0,2018-03-26,[878]
9,Steven Universe: The Movie,29.195,194,537061,8.8,2019-09-02,"[12, 16, 35, 14, 10402, 878, 10751, 10770]"
10,Justice League vs. the Fatal Five,16.302,128,537059,6.6,2019-03-30,"[16, 28, 878]"
11,Megan,1.4,1,536628,7.0,2018-07-31,"[28, 878]"
12,Red 11,3.552,0,536434,0.0,2019-03-15,"[878, 53]"
13,The Tolls,0.6,1,536432,7.0,2018-01-25,"[878, 10752]"
14,Steamwrecked,0.6,1,536422,7.0,2017-04-24,"[28, 878]"
15,Pete Winning and the Pirates,0.8140000000000001,0,536125,0.0,2015-04-14,"[12, 35, 878]"
16,Final Offer,0.6,3,535575,5.7,2018-07-24,[878]
17,Roam - Short Film,0.6,1,535429,10.0,2017-09-04,[878]
18,"The Mermaids, or Aiden in Wonderland",0.6,0,535217,0.0,2019-10-23,"[14, 878]"
19,Grandmother's Gold,2.772,2,535197,7.5,2018-07-10,"[35, 878]"
0,Lovesick,0.6,0,534729,0.0,2018-08-01,"[878, 27]"
1,Vampirisa's Velvet Vault Of Horror!,0.6,0,534656,0.0,2001-03-16,"[878, 27]"
2,"Spacemen, Go-go Girls and the Great Easter Hunt",0.6,0,534052,0.0,2006-12-19,"[878, 35]"
3,Antö,0.6,0,534034,0.0,2017-03-21,[878]
4,2BR02B: To Be or Naught to Be,0.6,0,533912,0.0,2016-04-24,"[18, 878]"
5,Pets,0.6,0,533899,0.0,2018-04-09,[878]
6,Deadpool 3,11.021,0,533535,0.0,2022-10-07,"[28, 878, 35]"
7,Dreamer,0.6,0,533323,0.0,2018-06-07,[878]
8,Dark Superman,0.6,0,533208,0.0,2016-04-25,"[28, 878, 12]"
9,Mainline,0.6,1,533054,7.0,2017-10-14,"[878, 53]"
10,The Chairman,0.616,0,533050,0.0,2018-06-28,"[53, 878, 9648]"
11,Space Kid,0.6,0,533030,0.0,2000-03-24,[878]
12,Smash and Grab,5.118,37,532952,6.9,2019-01-18,"[16, 878]"
13,Reflections in the Dust,1.4,0,532787,0.0,2019-03-07,"[18, 878]"
14,CTRL,4.373,3,532657,4.0,2018-08-25,"[27, 878]"
15,The Peter Weyland Files: TED 2023,1.541,8,532347,7.0,2012-02-28,"[878, 18]"
16,Peak Phosphorus,0.631,1,532234,10.0,2016-05-15,"[878, 16]"
17,7 Splinters in Time,2.906,8,532163,5.3,2018-07-13,"[9648, 878, 53]"
18,Snow the Snow Wite Film,0.6,0,531598,0.0,2016-11-01,[878]
19,Land of Barry: The Thing What Came from Outer Space,0.6,0,531412,0.0,2018-11-16,"[35, 878]"
0,Rim of the World,10.341,468,531306,5.6,2019-05-24,"[28, 12, 35, 878]"
1,Visage,0.6,0,531209,0.0,2017-10-14,"[878, 18]"
2,Triassic World,4.149,6,531208,5.2,2018-06-19,"[28, 27, 878]"
3,Stop/Eject/Rewind,0.6,0,531140,0.0,2019-03-01,"[878, 35]"
4,In the Shadow of the Moon,15.412,555,530382,6.2,2019-09-27,"[9648, 878, 53]"
5,Hacked,0.6,0,530381,0.0,2018-03-03,"[878, 14]"
6,Zone Out,0.6,0,530293,0.0,2018-06-11,[878]
7,Neil,0.6,0,530141,0.0,2017-01-01,"[16, 35, 878]"
8,Substance,0.6,0,530113,0.0,2014-01-01,"[878, 18, 53]"
9,The Prevailing Winds,0.904,0,530009,0.0,2016-10-01,"[18, 878, 53]"
10,The Clockwork Heart,0.6809999999999999,0,529720,0.0,2017-01-01,"[16, 18, 10749, 878]"
11,The Astronot,0.6,2,529704,8.0,2018-05-18,"[18, 878, 10749]"
12,Solis,7.529,54,529646,5.0,2018-06-27,"[28, 12, 878]"
13,Encounter,4.541,3,529483,3.7,2019-10-01,[878]
14,Manifest: The Chryzinium Era,0.638,1,529470,4.0,2017-09-26,"[878, 18]"
15,Bodysnatch,2.572,1,529446,4.0,2018-06-12,"[878, 53]"
16,Ugh!,0.6,0,529383,0.0,2018-04-18,"[35, 878]"
17,Alien Code,5.401,16,529358,5.3,2017-04-23,"[9648, 878, 53]"
18,Assimilate,12.493,62,528985,5.5,2019-05-24,"[878, 53, 27]"
19,Echoes in the Ice,0.971,2,528748,7.0,2017-05-22,[878]
0,Daisy Belle,0.942,2,528230,7.5,2018-04-08,"[14, 878]"
1,Earth to Isaac,0.892,1,528227,7.0,2017-06-03,"[18, 878]"
2,Red Citrus,6.882999999999999,0,528118,0.0,2020-05-29,"[35, 10402, 878, 28, 27, 10749]"
3,Dandelion,0.6,1,528042,7.0,2017-09-14,[878]
4,Anunnaki,2.079,1,527952,9.0,2018-04-10,"[878, 99]"
5,BioMass,0.6,1,527831,7.0,2017-10-26,[878]
6,Nova,0.6,0,527829,0.0,2018-02-08,[878]
7,Echo and Solomon,0.857,0,527821,0.0,2017-07-02,[878]
8,Children of the Cosmos,0.6,1,527819,6.0,2017-09-09,[878]
9,Karen's Room,0.6,0,527718,0.0,2013-10-26,"[35, 10749, 878]"
10,Star Wars: Rey’s Origin Story,2.164,0,527314,0.0,2017-11-30,[878]
11,Star Wars: Master of Shadow,0.6,0,527300,0.0,2015-01-01,[878]
12,Morbius,6.537000000000001,0,526896,0.0,2021-03-19,"[28, 27, 878]"
13,Night Zero,2.855,5,526510,5.6,2018-05-22,"[878, 27, 53]"
14,Astro,6.11,10,526475,4.7,2018-06-08,"[878, 28, 53]"
15,Tank,0.6,0,526262,0.0,2018-05-23,"[16, 878]"
16,Kill Mode,7.921,5,526120,4.8,2019-09-05,"[28, 878]"
17,Becoming,7.971,0,526052,0.0,2020-04-16,"[18, 878, 53]"
18,Make Me Up,1.386,0,525932,0.0,2018-10-12,[878]
19,Prodigy,1.961,2,525821,2.5,2018-12-19,"[18, 878, 53]"
0,Speed of Life,5.4,1,525798,5.0,2020-01-10,"[18, 878]"
1,Offloading for Mrs. Schwartz,0.6,0,525720,0.0,2011-01-10,[878]
2,Hard Reset,0.6,2,525222,5.3,2016-01-01,"[28, 53, 878]"
3,Telepathy,0.6,0,525205,0.0,2015-01-01,[878]
4,Horses on Mars,0.628,0,525204,0.0,2001-03-23,[878]
5,The Stowaway,0.6,0,525202,0.0,2014-01-01,[878]
6,Capsules,0.6,0,525201,0.0,2017-08-15,[878]
7,Gateway,0.6,2,525196,5.5,2011-01-01,[878]
8,"Empathy, Inc.",1.09,5,524786,5.4,2018-06-24,"[18, 878]"
9,Beyond the Cosmos,0.6,2,524616,5.5,2017-12-15,"[10751, 878]"
10,Eternals,8.466000000000001,0,524434,0.0,2021-02-11,"[28, 12, 14, 878]"
11,Into The Alternate,0.624,0,524176,0.0,2018-11-15,[878]
12,Greenland,9.894,0,524047,0.0,2020-06-12,"[28, 878, 53]"
13,Alien Inhabitant,0.6,0,523920,0.0,2011-01-01,[878]
14,The Aliens,1.66,1,523910,7.0,2018-04-17,"[18, 878]"
15,The Last Sharknado: It's About Time,9.776,84,523849,4.2,2018-08-23,"[28, 12, 35, 878, 10770]"
16,The Giraffe Who Knew Too Much,0.6,0,523800,0.0,2013-05-04,"[18, 878]"
17,Extraterrestrial,1.5830000000000002,1,523719,4.0,2005-11-30,"[99, 878]"
18,ARLO: THE ASSASSIN,0.6,0,523372,0.0,2015-12-25,"[28, 878]"
19,Incoming,6.606,36,522964,4.1,2018-05-04,"[28, 878, 53]"
0,Hover,6.113,12,522882,4.9,2018-06-30,[878]
1,Fatal Future,0.6,0,522570,0.0,2018-05-28,"[28, 18, 878]"
2,The Colour Out of Space,1.758,6,522565,5.0,2017-08-18,"[27, 878]"
3,ZOR,0.6,1,522559,5.0,2017-07-16,[878]
4,6-Headed Shark Attack,5.2970000000000015,20,522438,4.8,2018-08-18,"[28, 27, 878, 10770]"
5,Mech: Human Trials,0.632,1,522430,5.0,2014-06-04,[878]
6,Red Pearl,0.6,0,522428,0.0,2015-11-13,[878]
7,BIOS,5.546,0,522402,0.0,2020-10-02,"[18, 878]"
8,Game Station,0.6,0,522174,0.0,2018-02-10,[878]
9,Mega Time Squad,2.458,21,521936,6.3,2018-07-20,"[28, 12, 35, 80, 878]"
10,G.,0.6,0,521721,0.0,2010-04-01,"[14, 878]"
11,Transformers: Titans Return,2.331,4,521494,6.0,2017-11-14,"[12, 14, 878]"
12,Plugin,0.6,1,521475,9.0,2014-04-30,"[10749, 878, 16]"
13,Grasshopper Jungle,0.6,1,521467,8.0,2017-07-07,"[16, 28, 878]"
14,Exit,0.6,0,521377,0.0,2018-04-27,"[878, 18]"
15,E.T.A.,0.6,0,521373,0.0,2008-10-27,"[16, 878, 53]"
16,Dysmorphia,0.6,1,521340,6.0,2018-01-28,"[27, 878]"
17,River of Time,0.6,0,521324,0.0,2016-11-20,[878]
18,Traveler,0.63,1,521323,5.0,2015-12-05,"[878, 28, 12]"
19,Blood and Steel,0.6,1,521320,10.0,2015-06-01,"[878, 28, 12]"
0,Hope,0.6,1,521317,7.0,2016-03-07,[878]
1,CTRL Z,0.6,0,521236,0.0,2017-02-17,"[878, 35]"
2,300 000 KILOMÈTRES / SECONDE,0.6,0,521235,0.0,2013-01-01,"[878, 12, 53, 9648]"
3,Doom: Annihilation,14.148,132,520901,4.3,2019-09-30,"[28, 27, 9648, 878]"
4,Mad World,3.534,0,520788,0.0,2018-01-02,[878]
5,A Quiet Place Part II,14.759,0,520763,0.0,2020-09-03,"[18, 878, 53]"
6,Lake Placid: Legacy,13.455,56,520466,4.5,2018-05-28,"[27, 28, 878, 10770]"
7,This Is Andromeda,0.6,1,520205,5.0,2016-01-01,[878]
8,Resignation,0.6,1,520192,6.0,2016-04-20,"[18, 878]"
9,Valis,0.6,1,520182,7.0,2018-01-01,[878]
10,Close Encounters of the Inbred Redneck Kind,0.6,0,520171,0.0,2012-01-01,"[35, 27, 878]"
11,Prism,0.6,0,520085,0.0,2011-07-01,"[28, 878]"
12,Agent Killer: Origins,0.6,0,519911,0.0,2014-01-10,"[878, 28]"
13,The Activists,0.6,0,519797,0.0,2014-01-01,[878]
14,The Long Way Home,0.6,0,519796,0.0,2018-01-01,"[28, 878]"
15,Human,0.965,2,519791,2.5,2017-04-18,[878]
16,Diminuendo,1.659,1,519719,6.0,2018-04-20,"[878, 10749]"
