,title,popularity,vote_count,id,vote_average,release_date,genre_ids
15,Kigai (Paranormal Town) Vol. 2,0.6,0,404415,0.0,2008-06-30,"[27, 878]"
16,After The Fray,0.8490000000000001,0,404314,0.0,2015-07-09,"[878, 18]"
17,Geobreeders 2: Breakthrough,0.6,1,404104,6.0,2000-07-26,"[28, 12, 16, 35, 14, 878]"
18,Condition,0.636,0,403966,0.0,2011-11-27,"[18, 9648, 878]"
19,Secondary Education,0.6,0,403341,0.0,2013-09-23,"[28, 12, 878]"
0,Genghis Khan Conquers the Moon,0.6729999999999999,1,403317,1.0,2015-09-09,[878]
1,Rain,0.631,1,403304,10.0,2016-05-16,"[28, 878]"
2,Gehenna: Where Death Lives,5.013999999999999,22,403283,5.1,2016-01-01,"[27, 9648, 878, 53]"
3,Apple Pie,0.684,1,403010,2.0,2016-07-16,"[12, 35, 14, 9648, 878]"
4,Crop Circles: Crossovers from Another Dimension...,0.6,0,402747,0.0,2005-12-30,"[99, 9648, 878]"
5,Electric Nostalgia,3.3289999999999997,3,402592,8.7,2016-06-09,"[18, 878, 53]"
6,South of 8,1.268,1,402434,0.0,2017-02-11,"[28, 80, 18, 878, 53]"
7,Tesla. Versión 04,0.6,1,402002,4.0,2012-06-13,"[35, 878]"
8,Fahrenheit 451,12.405,471,401905,5.4,2018-05-12,"[18, 878, 53]"
9,Mythica: The Godslayer,8.387,34,401689,6.1,2016-12-17,"[28, 12, 14, 878]"
10,Vultures in the Void,0.6,0,401630,0.0,2014-06-11,[878]
11,Death Race 2050,8.356,97,401544,4.0,2017-01-17,"[28, 35, 878]"
12,Death Race: Beyond Anarchy,34.018,114,401478,5.8,2018-10-02,"[28, 878, 53]"
13,Elegy,0.6,1,401427,5.0,2014-09-10,[878]
14,Sunspring,2.017,13,401387,6.2,2016-06-09,[878]
15,Reset,0.6,3,401386,4.3,2013-09-29,"[27, 878]"
16,Mute,10.244000000000002,632,401371,5.6,2018-02-23,"[9648, 878, 53]"
17,Captcha,1.385,0,401300,0.0,2014-01-01,"[80, 10749, 878, 36]"
18,Virtual Revolution,7.276,33,401294,5.1,2016-10-12,[878]
19,ISRA 88,6.1320000000000014,24,401222,4.9,2016-08-08,"[12, 9648, 878, 53]"
0,Independents' Day,4.8610000000000015,39,401132,3.7,2016-06-07,"[28, 878]"
1,Beta Test,7.421,83,401123,4.9,2016-07-22,"[28, 878, 53]"
2,Joe Woke Up at 6AM on a Monday,0.6,1,401115,10.0,2016-06-07,"[18, 878]"
3,Officer Downe,5.523,40,401061,4.7,2016-11-18,"[28, 35, 878]"
4,Horizon,2.8480000000000003,2,400976,3.0,2013-06-06,[878]
5,The Caged Pillows,0.973,2,400666,5.0,2016-06-03,"[16, 878, 18]"
6,113 Degrees,1.429,0,400551,0.0,2013-02-27,"[878, 10749]"
7,Nerd Hunter 3004,0.895,1,400420,5.0,2004-12-31,"[35, 878]"
8,For Ever,0.6,0,400291,0.0,2019-12-31,"[878, 10749]"
9,Invasion,0.6,0,400162,0.0,2016-05-30,"[27, 878]"
10,The Naive Man From Lolliland,0.83,1,399910,8.0,2005-01-01,"[878, 35, 16]"
11,Daylight's End,13.199000000000002,71,399894,5.2,2016-04-16,"[28, 27, 878]"
12,Passage to Mars,5.432,6,399623,3.8,2016-05-31,"[12, 99, 878]"
13,The Unseen,4.101,13,399611,5.2,2016-07-17,"[28, 27, 878, 53]"
14,Godzilla vs. Kong,10.62,0,399566,0.0,2020-11-18,"[28, 12, 14, 878, 53]"
15,Caught Between Worlds,0.6,1,399445,1.0,2001-01-18,"[16, 878]"
16,Vixens from Venus,3.612,0,399184,0.0,2016-04-04,"[35, 878]"
17,Cyborg Hookers,4.931,2,399183,7.0,2016-01-24,"[35, 878]"
18,Night People,0.8809999999999999,1,399118,2.0,2016-05-09,"[53, 27, 878]"
19,Overwatch Animated Short: Hero,2.35,33,398718,7.6,2016-05-22,"[28, 12, 16, 878]"
0,The Silence,0.6,0,398646,0.0,2015-01-19,"[27, 878]"
1,HYPER-REALITY,0.846,8,398415,5.9,2016-05-16,"[878, 53]"
2,Dreamscape,0.6,0,398354,0.0,2016-04-22,"[18, 878]"
3,Into The Light,0.642,1,398197,3.0,2016-08-29,[878]
4,Interstellar Wars,4.209,8,398188,3.6,2016-05-23,[878]
5,Cyborg X,5.82,25,397873,4.6,2016-05-17,"[28, 27, 878]"
6,A Foundling,0.63,0,397824,0.0,2010-06-09,"[878, 37]"
7,Overwatch Animated Short: Dragons,2.263,40,397811,7.9,2016-05-16,"[28, 12, 16, 878]"
8,Dead Space: Chase to Death,0.705,1,397652,5.0,2013-04-12,[878]
9,The Centre of the Universe,0.6,0,397474,0.0,2011-06-03,"[35, 878]"
10,Worlds Within,0.6970000000000001,1,397265,5.0,2014-07-15,"[18, 14, 878]"
11,Seize the Night,0.631,1,397245,5.0,2016-05-03,"[28, 27, 878, 53]"
12,Six Gun Savior,3.1660000000000004,5,397204,4.0,2016-07-05,"[28, 12, 18, 878, 37]"
13,Anon,15.831,871,396806,5.8,2018-05-03,"[878, 53]"
14,The Routine,0.6,0,396686,0.0,2014-04-12,"[18, 878]"
15,Andover,4.801,21,396622,5.6,2018-05-04,"[35, 878, 10749]"
16,Restoration,0.679,1,396497,8.0,2016-08-06,"[53, 878]"
17,Unwind,1.975,2,396254,8.0,2012-04-22,[878]
18,Trial,0.691,3,395916,4.5,2016-04-27,[878]
19,Andron,6.9060000000000015,86,395883,3.8,2015-11-08,"[28, 878]"
0,Rememory,8.406,235,395814,6.0,2017-09-08,"[18, 9648, 878]"
1,Aster and Sidney,0.6,0,395812,0.0,2016-04-28,"[12, 18, 878, 53]"
2,Hotaru,1.887,3,395748,8.3,2016-01-28,[878]
3,R.E.M.,0.601,0,395740,0.0,2016-04-26,"[18, 878, 53]"
4,Capsule,5.2879999999999985,45,395560,5.2,2015-12-23,"[18, 36, 53, 878]"
5,Killzone Intercept,0.882,0,395332,0.0,2012-11-02,"[28, 878, 10752]"
6,Remember,1.848,0,395195,0.0,2012-10-14,[878]
7,Trakked,0.68,0,395023,0.0,2015-05-27,"[35, 9648, 878]"
8,Blue-Eyed Me,0.6,1,394901,7.0,2015-05-30,[878]
9,Ahnenerbe: Inherited from the Forefathers,1.05,1,394620,0.0,2019-06-21,"[28, 9648, 878]"
10,The Orb,0.84,0,394546,0.0,2005-10-24,"[27, 878]"
11,Halo: Landfall,1.7380000000000002,12,394394,5.4,2007-10-26,"[28, 878]"
12,The Last Transmission,0.6,0,394332,0.0,2016-03-01,"[18, 878]"
13,Set the Thames on Fire,1.895,5,393939,6.0,2015-09-30,"[35, 14, 878]"
14,Arachnicide,0.743,3,393643,5.3,2014-04-27,"[28, 27, 878]"
15,Future Boyfriend,1.079,4,393496,4.9,2016-04-16,"[35, 878]"
16,Interlude,0.713,3,393387,6.7,2015-09-17,[878]
17,The Veil,8.169,50,393306,4.0,2017-01-19,"[28, 12, 878]"
18,Knockers,0.6,0,393210,0.0,2016-04-10,"[35, 27, 878]"
19,Avatar 5,4.813,0,393209,0.0,2027-12-16,"[28, 12, 14, 878]"
0,Lego Star Wars: The Yoda Chronicles - The Phantom Clone,2.682,15,393047,6.6,2013-05-04,"[28, 12, 16, 878]"
1,Prisoner X,3.725,10,392655,5.9,2016-04-15,"[878, 53]"
2,Estirpe,0.64,0,392408,0.0,2016-04-23,[878]
3,Phineas and Ferb: Star Wars,8.093,53,392216,7.1,2014-07-26,"[28, 16, 35, 878, 10751]"
4,Tiny Town,0.6,0,392192,0.0,2015-09-01,"[35, 16, 878, 14]"
5,Beyond Lemuria,0.703,2,392118,8.5,2007-06-22,"[14, 878]"
6,Big Bad,4.012,10,392050,3.8,2016-04-08,"[878, 28, 12, 35, 53, 27]"
7,Requiem for a Robot,0.8759999999999999,1,392046,7.5,2013-09-13,"[35, 878, 10751]"
8,Than All Else Ever,0.91,2,392036,6.0,2016-01-31,[878]
9,Artificial Intelligence,0.935,1,392032,6.5,2015-10-04,[878]
10,Hank is an Idiot,0.6,1,392017,6.5,2016-04-09,"[35, 878]"
11,A Shadow of Dara,0.998,4,392014,5.8,2015-10-17,"[878, 18]"
12,Reversal,0.888,0,391984,0.0,2015-10-06,"[18, 878, 53]"
13,2 Lava 2 Lantula!,8.154,36,391975,4.8,2016-08-06,"[27, 878, 53]"
14,Kaijutsu,0.6,1,391965,4.0,2015-10-23,"[28, 35, 878]"
15,This Giant Papier-Mâché Boulder Is Actually Really Heavy,0.643,1,391938,6.0,2016-02-12,"[28, 12, 35, 878]"
16,Usin UFO Bikin Kecoh,0.6,0,391800,0.0,2016-03-10,"[35, 878]"
17,M.O.P.Z.,1.008,2,391651,9.0,2016-04-04,"[35, 878]"
18,The Girl,2.289,7,391439,4.1,2014-11-03,"[53, 878]"
19,The Hatching,3.312,17,391402,4.5,2017-09-02,"[35, 27, 878]"
0,Prism,0.629,1,391265,6.0,2015-05-12,"[18, 878]"
1,Displacement,4.082,9,391199,4.2,2017-04-28,"[878, 53, 10770]"
2,Parallel,1.213,2,391024,6.0,2015-02-10,"[18, 878]"
3,Sharknado 4: The 4th Awakens,11.525,226,390989,4.3,2016-07-31,"[35, 27, 878]"
4,James,0.631,1,390966,9.0,2016-03-04,"[18, 10751, 878]"
5,Empsillnes,0.6,1,390892,5.0,2015-03-19,[878]
6,The Dark Tapes,5.0710000000000015,59,390883,5.2,2017-04-17,"[27, 878, 53]"
7,Arene,0.6,2,390846,4.5,2016-03-18,[878]
8,Dickshark,1.99,4,390833,4.5,2016-03-22,"[878, 35]"
9,Here Alone,9.342,80,390582,5.8,2016-04-15,"[18, 27, 878, 53]"
10,The Visitor,0.6,0,390149,0.0,2015-12-20,[878]
11,Ana,0.607,0,390098,0.0,2016-03-07,[878]
12,Rise,0.964,9,389703,5.1,2016-02-19,[878]
13,Dreamco,0.6,0,389516,0.0,2015-10-28,[878]
14,Border Patrol,1.157,1,389437,6.0,2000-03-24,"[14, 878, 10770]"
15,The Flight,0.6,1,389317,6.0,2013-03-23,"[878, 16, 14, 12]"
16,Code 8,9.936,53,389165,6.7,2016-03-22,"[28, 878]"
17,Overwatch Animated Short: Recall,2.495,32,389030,7.1,2016-03-21,"[28, 12, 16, 878]"
18,2084,0.6,0,388460,0.0,2015-06-17,"[878, 35]"
19,Lone,0.6,0,388454,0.0,2014-10-21,[878]
0,The Curse of Sleeping Beauty,10.819,91,388440,4.2,2016-05-05,"[14, 9648, 53, 27, 878]"
1,Gamma,0.6,0,388425,0.0,2012-06-01,[878]
2,The Call Up,9.804,94,388347,5.2,2016-05-20,"[28, 12, 878]"
3,Battledream chronicle,0.6,1,388319,8.0,2015-05-22,"[16, 878]"
4,Mamaboy,5.275,3,388256,4.0,2017-05-23,"[35, 18, 14, 878, 10749, 10751]"
5,Out of Time,1.926,13,388241,5.7,2012-06-01,[878]
6,Mythica: The Iron Crown,9.613999999999999,38,388191,6.2,2016-05-14,"[28, 12, 14, 878]"
7,Crown,0.6,3,388058,3.0,2012-04-05,[878]
8,Delivery From Earth,0.6,0,387800,0.0,2014-02-15,"[10751, 878]"
9,Okja,17.833,2690,387426,7.5,2017-06-28,"[12, 18, 878, 28]"
10,Last of You,0.6,0,387133,0.0,2013-10-16,[878]
11,Pandorica,2.325,6,386890,5.0,2016-04-01,[878]
12,Lost Solace,3.233,8,386825,6.8,2016-03-04,"[53, 878]"
13,Man Underground,2.153,1,386823,5.0,2017-07-14,"[18, 878]"
14,Days of Gray,0.6,2,386760,6.0,2013-03-10,"[18, 878]"
15,The 3rd Letter,0.65,4,386714,6.8,2010-03-03,[878]
16,The Decelerators,0.6,1,386706,5.0,2012-09-20,[878]
17,The iMom,0.992,3,386585,8.0,2014-06-14,"[878, 18]"
18,The Photon Effect,0.851,0,386509,0.0,2010-06-11,[878]
19,The Last Case of August T. Harrison,0.6,0,386269,0.0,2016-03-05,"[27, 9648, 878]"
0,Saucer Man,0.6,1,386259,1.0,2015-01-01,"[16, 878]"
1,The Mildew from Planet Xonader,1.878,5,386255,4.2,2015-12-15,"[28, 27, 878]"
2,Sweetheart,0.6,0,386242,0.0,2016-02-15,"[878, 53]"
3,The Rift,2.165,25,386172,3.7,2016-04-28,"[27, 878, 53]"
4,Ten Years In The Sun,0.6,0,386139,0.0,2015-03-27,[878]
5,Into The Dark,0.611,0,385928,0.0,2015-03-14,[878]
6,Police State,0.945,2,385908,1.0,2018-10-01,"[878, 18, 35, 53]"
7,The Human Quality,0.621,1,385502,5.0,2000-03-02,"[27, 878]"
8,Temple,0.743,3,385452,6.7,2015-12-03,"[28, 878]"
9,Zoombies,8.073,53,385320,3.7,2016-04-29,"[878, 28, 27]"
10,Hot Bot,23.478,135,385317,4.1,2016-03-01,"[35, 878]"
11,Dudes & Dragons,4.692,17,385232,4.2,2015-10-10,"[28, 35, 14, 878]"
12,Test,0.6,1,385129,8.0,2014-09-27,"[18, 878]"
13,Like Cattle Towards Glow,2.6860000000000004,9,385125,5.8,2015-09-11,"[18, 878]"
14,Atlantis Conspiracy,0.6,0,385084,0.0,2013-11-30,"[28, 878]"
15,Amazing Nuts!,0.6,1,384935,5.0,2006-12-20,"[16, 10402, 878]"
16,Conspiracy Encounters,1.841,3,384894,2.7,2016-02-09,[878]
17,Two Worlds,0.6,0,384844,0.0,2015-08-29,"[16, 28, 878]"
18,The Adept,0.742,3,384818,6.3,2015-06-21,[878]
19,Kill Command,12.140999999999998,331,384798,5.3,2016-05-13,"[28, 27, 878]"
0,Rabid,7.879,23,384756,4.4,2019-12-13,"[27, 878]"
1,Cropped,0.6,2,384652,5.0,2015-11-17,"[35, 878]"
2,Blue World Order,2.9819999999999998,7,384545,4.4,2017-03-03,"[28, 12, 14, 878]"
3,The Cloverfield Paradox,16.034000000000002,2013,384521,5.6,2018-02-04,"[27, 9648, 878, 53]"
4,The Shadow Effect,9.824,89,383538,5.0,2017-05-02,"[28, 878, 53]"
5,Explode RU486,0.6,0,383441,0.0,2006-10-17,[878]
6,Weaponized,6.968999999999999,24,383140,4.0,2016-03-01,"[53, 28, 878]"
7,Jiminy,1.5530000000000002,3,383091,8.0,2013-11-19,[878]
8,Night Stalker,1.3880000000000001,1,382915,6.0,2016-02-09,"[878, 16, 14, 10402]"
9,Monsters,1.69,6,382890,7.5,2015-10-28,"[12, 18, 878]"
10,Helix,3.813,14,382651,4.9,2015-01-01,"[28, 9648, 878]"
11,Faeryville,0.6,2,382639,6.8,2015-01-15,"[28, 18, 878]"
12,Terrordactyl,4.211,18,382638,4.5,2016-04-25,"[28, 35, 878]"
13,Beyond the Call to Duty,3.406,11,382542,4.9,2016-08-11,"[28, 878, 53]"
14,14 Days,0.635,0,382439,0.0,2014-10-19,"[878, 18, 10749]"
15,Terror Birds,3.977,10,382437,4.5,2016-03-08,"[27, 878]"
16,Screams on Planet Zero!,0.846,0,382053,0.0,2013-04-11,[878]
17,Doctor Who Parody by The Hillywood Show®,0.6,1,382016,9.5,2014-05-25,[878]
18,Connected,0.985,1,381771,6.0,2016-02-08,"[18, 878, 53]"
19,Left to Die,0.6,0,381493,0.0,2011-01-01,"[28, 878, 53]"
0,The Low Budget Time Machine,1.719,0,381402,0.0,2015-05-01,[878]
1,Re-Evolution,0.6,0,380981,0.0,2011-04-13,"[878, 18]"
2,Switch Man,0.6,1,380917,6.0,2015-02-02,"[28, 16, 35, 18, 878]"
3,Visible,1.3030000000000002,1,380688,8.0,2016-02-01,"[878, 10749]"
4,Seventy-Nine,1.93,7,380372,4.6,2013-09-07,"[28, 53, 878, 9648, 27]"
5,They Will All Die in Space,1.034,3,380169,7.0,2015-06-25,[878]
6,Toonocalypse,0.635,1,380167,5.0,2015-06-23,"[878, 16, 28]"
7,Helio,1.4980000000000002,1,380165,7.0,2015-01-23,"[28, 878]"
8,Clones,0.6,0,380159,0.0,2015-07-04,[878]
9,Dark Was the Night,1.19,1,380153,6.0,2015-10-29,"[878, 9648, 18]"
10,Sleepworking,0.68,1,380123,6.0,2013-06-28,[878]
11,Parasite Choi,0.6,0,380120,0.0,2013-10-28,[878]
12,Nine Legends,1.6969999999999998,0,380054,0.0,2016-01-28,"[99, 878]"
13,Stranglehold,0.688,1,380020,2.0,2014-05-01,"[53, 18, 878]"
14,Undercover Vampire Policeman,0.6,0,379886,0.0,2016-01-28,"[28, 18, 878, 10751]"
15,Chiral,0.675,0,379868,0.0,2015-11-27,"[18, 27, 878]"
16,The Army Within,0.637,1,379855,6.0,2014-10-10,"[18, 878, 27]"
17,Space Jam 2,4.62,0,379686,0.0,2021-07-16,"[12, 16, 35, 878, 10751]"
18,Futurmania,1.058,5,379561,6.8,2002-09-02,"[16, 35, 878]"
19,Elder Sign,0.6,1,379471,7.0,2009-02-24,"[35, 27, 878]"
0,The Necronomicon,0.84,3,379468,6.7,2009-10-15,"[35, 27, 878]"
1,Sticky Drama,0.852,0,379336,0.0,2015-11-04,"[28, 10402, 878]"
2,Bunker: Project 12,4.812,8,379305,5.0,2016-01-08,"[12, 28, 53, 878]"
3,HPL Insurance,0.6,0,379108,0.0,2015-12-02,"[35, 27, 878]"
4,Spacebong Beach Babes,0.6,0,378318,0.0,2010-01-19,[878]
5,Merv,0.665,2,378158,4.5,2013-12-31,"[878, 10749]"
6,The Carrier,4.252,16,378088,3.9,2015-07-15,"[28, 18, 878, 53]"
7,DC's Legends of Tomorrow: Their Time Is Now,1.611,24,378021,6.7,2016-01-21,"[28, 12, 18, 14, 878]"
8,Doctor Who: Lost in the Dark Dimension,0.688,0,377974,0.0,2017-04-15,"[16, 878]"
9,The Rocky Horror Picture Show: Let's Do the Time Warp Again,10.955,131,377448,5.3,2016-10-20,"[35, 27, 10402, 878, 53, 10770]"
10,Tales Of Mild Interest,0.6,0,377405,0.0,2015-06-27,"[35, 27, 878, 53]"
11,Let's Be Evil,7.657,98,376579,4.3,2016-08-05,"[53, 27, 878]"
12,The Astronomer's Dream,0.6,2,376452,6.0,2009-03-07,"[878, 16, 12, 14, 9648]"
13,Paradox,5.239,69,376292,4.6,2016-04-22,"[28, 878]"
14,Stargate SG-1: True Science,2.296,6,376268,8.2,2006-01-03,"[99, 878, 10770]"
15,Neon Doom,0.6,0,376239,0.0,2016-04-01,[878]
16,The Fracktaplots,0.6,0,376173,0.0,2010-03-12,"[35, 878]"
17,The Discovery,9.558,753,376134,6.2,2017-03-31,"[18, 9648, 878, 53, 10749]"
18,Exit Plan,0.924,1,375980,5.0,2016-01-01,[878]
19,The Clone Theory,0.6,0,375891,0.0,2015-07-16,"[53, 878]"
0,Sensory Perception,0.926,0,375827,0.0,2015-12-31,"[53, 878]"
1,Proto,0.682,0,375730,0.0,2014-10-16,"[12, 18, 878]"
2,The Legacy,0.6,0,375700,0.0,2010-03-27,"[878, 14, 10751, 35, 18]"
3,Cockpit: The Rule of Engagement,0.6,0,375676,0.0,2012-05-23,"[28, 27, 878]"
4,The Girl with All the Gifts,12.868,1153,375366,6.4,2016-09-23,"[18, 27, 53, 878]"
5,New Earth on the Barrens,1.4,0,375172,0.0,2015-04-01,[878]
6,Use the Eyeballs!,0.6,0,375125,0.0,2015-02-15,"[878, 18, 35, 14]"
7,R.E.D.D.,0.6,1,374762,7.0,2015-09-07,[878]
8,Hybrids,0.6559999999999999,2,374602,5.0,2013-06-07,[878]
9,Initium,0.6,0,374578,0.0,2013-06-29,"[878, 16]"
10,Pass Thru,4.175,14,373841,4.9,2016-04-19,"[18, 878]"
11,Ginger & Snapper,1.115,0,373632,0.0,2016-11-01,"[16, 35, 27, 878]"
12,Kennedy's Finest,0.6,0,373366,0.0,2015-08-08,"[28, 18, 878]"
13,Alternate Realities,2.256,3,373363,5.0,2015-10-06,"[18, 878, 53]"
14,Advantageous,0.6,0,373043,0.0,2012-04-03,[878]
15,Sumer,0.885,1,373036,6.0,2015-03-27,[878]
16,Sci Fi Sol,0.6,0,372804,0.0,2012-04-14,"[28, 12, 10402, 878]"
17,The Gamma-Ray Man,0.6,0,372726,0.0,2013-03-10,"[27, 878]"
18,When Black Birds Fly,3.994,10,371914,4.8,2016-01-15,"[878, 16, 27]"
19,Spacebound,0.6,1,371888,4.0,2012-07-01,"[12, 16, 14, 878, 10751]"
0,Doctor Who: The Husbands of River Song,7.189,113,371759,8.1,2015-12-25,"[35, 18, 878, 10770]"
1,Rotor DR1,2.656,5,371690,3.8,2015-10-20,"[878, 10751]"
2,Entity,1.284,5,371561,4.4,2014-06-28,[878]
3,I Have A Bad Feeling About This,0.6,1,371533,0.0,2015-12-15,"[878, 35]"
4,Robot World,2.095,7,371225,4.4,2015-09-13,"[878, 53]"
5,Hamlet's Ghost,0.85,0,371077,0.0,2015-12-11,"[12, 18, 878, 10751]"
6,Uncanny Valley,1.4,18,370925,7.5,2015-12-01,"[16, 878]"
7,Paradox,1.915,1,370834,7.0,2015-12-05,"[878, 18, 10749]"
8,Cord,1.656,5,370690,7.4,2015-03-28,"[27, 878]"
9,Mythica: The Necromancer,9.757,51,370687,6.2,2015-12-19,"[28, 12, 14, 878]"
10,Dohrniii,0.63,1,370535,8.0,2015-11-26,"[35, 878, 53]"
11,In Memory of,2.0540000000000003,2,370460,3.0,2016-01-01,"[12, 27, 878]"
12,virocrypsis,0.6,0,370132,0.0,2015-11-26,"[99, 36, 878]"
13,Stormageddon,6.434,28,370097,5.6,2015-11-18,"[28, 18, 878, 53]"
14,The Boy Who Couldn't Sleep and Never Had To,0.6,0,369916,0.0,2015-12-01,[878]
15,Counter Clockwise,1.9340000000000002,3,369545,4.3,2016-10-04,"[35, 878, 53]"
16,Australiens,1.236,7,369415,5.5,2015-11-28,"[35, 878]"
17,Nowhere Boys: The Book of Shadows,5.059,30,369406,5.9,2016-01-01,[878]
18,The Empire Strikes Back Uncut: Director's Cut,0.6,1,369320,7.0,2014-10-11,[878]
19,Doctor Who: The Snowmen,6.803,139,369145,8.1,2012-12-25,"[10770, 12, 878, 18, 10751]"
0,Iris,0.6,1,368971,6.0,2015-08-15,"[80, 18, 14, 27, 878, 53]"
1,The Open,1.619,1,368926,8.0,2015-11-14,"[878, 18]"
2,Solar,1.128,1,368838,7.0,2014-09-25,[878]
3,Toxic Tutu,0.6920000000000001,1,368590,10.0,2017-10-28,"[35, 27, 878]"
4,Exode,0.851,5,368010,7.2,2014-10-03,[878]
5,American Hero,7.351,103,367551,5.2,2015-12-11,"[28, 35, 878]"
6,NEW,0.882,1,367531,8.0,2014-12-04,"[18, 878]"
7,Singularity,0.807,6,367422,6.5,2015-11-07,"[28, 878]"
8,Billy Zabka Saves The Universe,0.6,0,367403,0.0,2014-05-14,"[878, 35]"
9,At the end,0.6,1,367346,3.0,2012-08-06,"[18, 878]"
10,Cosmic Scrat-tastrophe,5.654,78,367326,6.8,2015-11-06,"[12, 16, 35, 878, 10751]"
11,QuanTom,0.6,0,367317,0.0,2013-09-01,"[12, 35, 878]"
12,Insight,0.6,1,367166,5.0,2013-01-15,"[53, 18, 878]"
13,Deadly Culture,1.462,0,367080,0.0,2007-03-01,"[878, 27]"
14,Therefore I Am,0.6,1,366998,6.0,2015-11-02,[878]
15,Batman: Bad Blood,11.383,398,366924,7.0,2016-03-22,"[28, 16, 878]"
16,Thorn,1.379,1,366914,5.5,2015-09-13,"[878, 27]"
17,Alien Strain,4.215,3,366824,3.3,2014-10-31,"[27, 878, 53]"
18,Golem,0.685,3,366641,7.7,2012-09-19,"[16, 878]"
19,Outer Osmo Ghost Mode,0.6,0,366621,0.0,2012-11-21,"[878, 16]"
0,Metroid: The Sky Calls,1.138,6,366537,7.7,2015-11-02,[878]
1,Lego Star Wars: The Yoda Chronicles - Menace of the Sith,2.99,10,366224,6.4,2013-09-04,"[28, 12, 16, 878]"
2,Cruise Patrol,0.6,4,366211,6.0,2013-11-01,"[878, 16, 28, 14]"
3,One Under the Sun,2.565,4,366099,3.3,2017-03-14,[878]
4,Spore,0.6,0,365999,0.0,2015-03-27,[878]
5,Night of the Wererooster,0.601,0,365936,0.0,2015-10-26,"[878, 35]"
6,The Last Man,0.708,2,365847,6.0,2014-08-23,[878]
7,The Trap,0.635,1,365841,7.0,2015-10-28,"[35, 27, 878]"
8,Spark,0.879,0,365624,0.0,2010-01-01,[878]
9,DownLoad,2.397,0,365534,0.0,2015-04-25,[878]
10,Black Road,2.415,7,365339,4.5,2015-10-14,"[878, 53]"
11,Far,0.6,0,365275,0.0,2012-12-31,"[35, 878, 10749]"
12,Deadly Voltage,3.842,7,365194,5.9,2016-01-15,"[18, 878]"
13,Zero,1.919,4,365065,5.8,2015-09-03,"[18, 878]"
14,Earthquake On Everest,1.483,1,365007,4.0,2015-10-23,"[18, 878]"
15,Budhayaan,0.6,0,364805,0.0,2016-10-21,"[18, 12, 878]"
16,Out of the Mold,0.6,0,364788,0.0,2015-05-15,"[18, 27, 878]"
17,Home Sweet Home,0.6,2,364759,7.3,2015-02-21,"[18, 14, 27, 9648, 878, 53]"
18,Little Red and the Rhode Island Strangler,0.6,0,364723,0.0,2015-08-30,"[12, 18, 878]"
19,From Out,0.606,0,364498,0.0,2015-10-17,"[18, 9648, 878, 53]"
0,Movies in Space,0.63,1,364490,3.0,2015-10-17,"[35, 878]"
1,Boniato,0.975,4,364482,5.3,2015-05-01,"[27, 53, 878]"
2,The White King,3.119,29,364410,5.5,2017-01-27,"[18, 878]"
3,Heaven is Now,0.6,1,364320,10.0,2016-10-22,"[18, 878, 53, 10749]"
4,Franklin,0.6,0,364316,0.0,2015-05-20,"[14, 878, 35]"
5,Prescient,3.256,3,364230,4.0,2015-10-16,"[18, 9648, 878]"
6,Defiance: The Lost Ones,0.8809999999999999,1,364217,7.0,2014-04-02,"[18, 28, 878]"
7,Earthrise,3.113,4,364011,3.3,2014-10-09,"[18, 878, 53]"
8,Painkillers,3.43,13,363618,4.3,2015-11-15,"[28, 878, 53]"
9,Future Relic 03,0.6,0,363616,0.0,2015-04-18,[878]
10,Future Relic 02,0.6,0,363615,0.0,2014-11-28,[878]
11,Myrna the Monster,0.609,0,363361,0.0,2015-01-23,"[18, 878, 35]"
12,MindGamers,5.231,11,362583,4.1,2015-10-04,"[28, 878, 53]"
13,Glow,0.6,2,362565,6.0,2013-01-01,[878]
14,They Found Hell,5.7010000000000005,33,362439,4.5,2015-10-17,"[27, 878]"
15,Ominous,5.409,21,362434,4.5,2015-10-10,"[27, 878]"
16,Chicago Rot,2.26,2,362388,3.0,2015-01-01,"[18, 27, 878]"
17,Adam,0.6,2,362330,5.0,2002-10-02,"[16, 35, 878]"
18,Kapsul,0.8490000000000001,0,362328,0.0,2015-09-17,"[36, 878]"
19,Shelter,2.145,7,362203,5.0,2015-04-21,"[53, 18, 878]"
0,Don't Grow Up,5.441,72,362180,4.7,2015-03-11,"[18, 27, 878]"
1,Reversion,2.8789999999999996,2,362128,6.0,2015-10-09,"[878, 53]"
2,Doc Brown Saves the World,1.101,6,362000,6.8,2015-10-21,[878]
3,The Archiver,0.6,0,361894,0.0,2011-06-24,"[28, 878]"
4,The Web,1.161,8,361839,5.5,2013-09-28,"[35, 18, 878, 10749]"
5,Airlords of Airia,1.4,1,361752,7.0,2013-07-17,[878]
6,We Are Animals,1.474,6,361592,7.5,2013-06-28,"[878, 18]"
7,Space Ninja: The Animated Movie,1.18,1,361459,6.0,2014-10-24,"[28, 16, 878]"
8,The Last Human in the Milky Way,0.6,0,361388,0.0,2015-06-01,[878]
9,A7-058,0.6,0,361344,0.0,2013-05-12,[878]
10,Arrowhead,5.928,29,360799,5.0,2017-06-23,"[28, 12, 9648, 878]"
11,Marooned,1.555,1,360540,10.0,2015-09-26,"[878, 36]"
12,Starship Apocalypse,2.861,6,360292,3.0,2014-12-20,"[28, 878]"
13,Queen Crab,3.443,6,360188,3.2,2015-09-29,"[878, 27]"
